sampling_date,site_name,site_code,transect,meter,burn_history,latitude,longitude,species,plot_size,mass,notes ,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,0,Burned,65.285914,-146.558667,EQUIS,0.25,0.022,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,0,Burned,65.285914,-146.558667,GRAM,0.25,7.47,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,0,Burned,65.285914,-146.558667,MOSS,0.25,0.14,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,0,Burned,65.285914,-146.558667,LICH,0.0625,0.786,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,ALL VASC/NON-VASC,0.25,5.303,"subsample, non-vascular sample, plot size 0.25",,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,VAUL,0.25,39.826,multiple weigh bags (1 of 3),,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,EQUIS,0.25,18.549,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,VAUL,0.25,32.519,multiple weigh bags (2 of 3),,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,EPAN,0.25,6.864,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,VAUL,0.25,43.201,multiple weigh bags (3 of 3),,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,DAFR,0.25,0.437,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,VAUL,0.25,0.5538,"subsample, non-vascular sample, plot size 0.25",,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,LITTER,0.25,1.4718,"subsample, non-vascular sample, plot size 0.25",,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,EQUIS,0.25,0.0458,"subsample, non-vascular sample, plot size 0.25",,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,FORB,0.25,0.5758,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,COST,0.25,0.0818,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,GRAM,0.25,0.3108,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,VAVI,0.25,1.3238,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,EPAN,0.25,0.003,"subsample, non-vascular sample, plot size 0.25",,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,FORB,0.25,0.005,"subsample, non-vascular sample, plot size 0.25",,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,VAVI,0.25,0.066,"subsample, non-vascular sample, plot size 0.25",,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,2,30,Burned,65.286164,-146.558397,LICH,0.25,0.093,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,RHSU,0.25,19.721,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,SASP,0.25,0.2858,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,GRAM,0.25,0.4588,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,RHSU,0.0625,0.052,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,VAUL,0.0625,0.066,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,VAVI,0.0625,0.013,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,LICH,0.0625,2.022,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,VAUL,0.25,0.246,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,RUCH,0.25,0.245,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,VAVI,0.25,0.117,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,MOSS,0.25,0.147,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,BENA,0.25,0.011,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,0,Burned,65.285717,-146.557978,GRAM,0.0625,0.022,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,LICH,0.0625,0.5118,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,PIGL,0.25,0.2588,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,RHSU,0.25,0.7348,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,MOSS,0.25,1.6688,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,GRAM,0.0625,0.066,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,VAVI,0.0625,0.075,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,EQUIS,0.0625,0.052,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,LICH,0.25,0.029,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,RUCH,0.25,1.584,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,VAVI,0.25,4.608,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,PEPA,0.25,1.002,NA,,,
2018-07-07,Nome Creek Burned - NEW,NCB-NEW,3,30,Burned,65.285928,-146.557578,SASP,0.25,0.952,NA,,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,ALL NON-VASC,0.0625,11.925,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,MOSS,0.0625,1.5638,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,LITTER,0.0625,0.5688,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,LICH,0.0625,0.1888,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,LICH,0.0625,2.7098,NA,,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,MOSS,0.25,0.108,NA,,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,VAVI,0.0625,0.048,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,LICH,0.25,0.023,NA,,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,VAVI,0.0625,0.231,NA,,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,SASP,0.25,5.91,NA,,,
2018-07-10,I-Minus Low,IMNL,1,0,Unburned,68.559256,-149.515924,VAVI,0.25,5.256,NA,,,
2018-07-10,I-Minus Low,IMNL,1,30,Unburned,68.559481,-149.515545,SASP,0.25,17.303,NA,,,
2018-07-10,I-Minus Low,IMNL,1,30,Unburned,68.559481,-149.515545,VAUL,0.25,19.868,NA,,,
2018-07-10,I-Minus Low,IMNL,1,30,Unburned,68.559481,-149.515545,PEPA,0.25,1.0118,NA,,,
2018-07-10,I-Minus Low,IMNL,1,30,Unburned,68.559481,-149.515545,VAVI,0.25,0.54,NA,,,
2018-07-10,I-Minus Low,IMNL,1,30,Unburned,68.559481,-149.515545,LICH,0.25,0.611,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,MOSS,0.0625,24.549,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,LICH,0.0625,4.662,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,MOSS,0.0625,1.1588,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,FORB,0.25,0.3468,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,GRAM,0.25,0.4408,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,LITTER,0.0625,3.3958,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,MOSS,0.25,0.6108,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,CHCA,0.25,0.2788,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,LICH,0.0625,0.198,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,OTHER,0.0625,0.01,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,VAVI,0.0625,0.296,NA,,,
2018-07-10,I-Minus Low,IMNL,2,0,Unburned,68.559285,-149.51616,LICH,0.25,0.05,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,BENA,0.25,6.081,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,GRAM,0.25,7.87,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,SASP,0.25,2.505,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,VAVI,0.25,6.395,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,EMNI,0.25,7.799,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,RHSU,0.25,0.4808,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,OTHER,0.25,0.1918,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,LICH,0.25,0.022,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,UNKNOWN,0.25,0.056,NA,,,
2018-07-10,I-Minus Low,IMNL,2,30,Unburned,68.559521,-149.515746,MOSS,0.25,0.344,NA,,,
2018-07-10,I-Minus Low,IMNL,3,0,Unburned,68.559357,-149.516373,LICH,0.0625,1.5358,NA,,,
2018-07-10,I-Minus Low,IMNL,3,0,Unburned,68.559357,-149.516373,GRAM,0.0625,0.309,NA,,,
2018-07-10,I-Minus Low,IMNL,3,30,Unburned,68.559578,-149.515978,VAVI,0.0625,0.388,NA,,,
2018-07-10,I-Minus Low,IMNL,3,30,Unburned,68.559578,-149.515978,BENA,0.0625,0.027,NA,,,
2018-07-10,I-Minus Low,IMNL,3,30,Unburned,68.559578,-149.515978,SASP,0.0625,0.052,NA,,,
2018-07-10,I-Minus Low,IMNL,3,30,Unburned,68.559578,-149.515978,GRAM,0.0625,0.315,NA,,,
2018-07-10,I-Minus Low,IMNL,3,30,Unburned,68.559578,-149.515978,LICH,0.0625,0.021,NA,,,
2018-07-10,I-Minus Low,IMNL,3,30,Unburned,68.559578,-149.515978,UNKNOWN,0.0625,0.033,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,MOSS,0.0625,0.5608,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,LITTER,0.0625,0.6648,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,VAVI,0.25,1.8438,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,RUCH,0.25,1.1798,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,RHSU,0.0625,0.006,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,VAVI,0.0625,0.035,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,OTHER,0.0625,0.012,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,UNKNOWN,0.25,0.225,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,MOSS,0.25,0.311,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,VAUL,0.25,0.01,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,OTHER,0.0625,0.015,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,RHSU,0.0625,0.016,"subsample, non-vascular sample, plot size 0.0625",,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,GRAM,0.25,0.184,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,1,0,Burned,68.991025,-150.270236,ALL NON-VASC,0.0625,4.734,"mass for non-vascular sample, size 0.0625",,,
2018-07-11,Anaktuvuk Burned,AKB,2,0,Burned,68.990903,-150.270503,RHSU,0.25,1.7028,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,2,0,Burned,68.990903,-150.270503,MOSS,0.25,0.4188,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,2,0,Burned,68.990903,-150.270503,VAVI,0.25,22.55,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,2,0,Burned,68.990903,-150.270503,RUCH,0.25,0.8018,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,2,0,Burned,68.990753,-150.270164,VAVI,0.25,0.6918,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,3,0,Burned,68.990753,-150.270164,VAUL,0.25,0.006,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,3,0,Burned,68.990753,-150.270164,MOSS,0.25,0.085,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,3,0,Burned,68.990753,-150.270164,RUCH,0.25,1.481,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,3,0,Burned,68.990753,-150.270164,RHSU,0.25,2.825,NA,,,
2018-07-11,Anaktuvuk Burned,AKB,3,0,Burned,68.990753,-150.270164,PEPA,0.25,0.049,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,LITTER,0.0625,7.646,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,OXMI,0.0625,0.7188,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,BENA,0.0625,0.0948,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,OXMI,0.25,1.7258,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,MOSS,0.25,1.5338,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,RHSU,0.0625,0.045,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,OTHER,0.0625,0.011,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,GRAM,0.0625,0.021,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,BENA,0.25,4.215,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,1,30,Unburned,68.930139,-150.279719,VAVI,0.25,2.93,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,BENA,0.25,1.7388,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,MOSS,0.25,0.6688,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,GRAM,0.0625,0.016,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,UNKNOWN,0.0625,0.014,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,VAVI,0.0625,0.39,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,LICH,0.25,0.022,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,LITTER,0.0625,0.733,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,GRAM,0.0625,0.008,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,VAVI,0.0625,0.024,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,MOSS,0.0625,0.344,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,OXMI,0.0625,0.024,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,RHSU,0.0625,0.155,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,UNKNOWN,0.25,0.079,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,RUCH,0.25,5.68,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,VAVI,0.25,8.51,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,RHSU,0.25,4.07,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,2,0,Unburned,68.929878,-150.279461,GRAM,0.25,2.82,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,3,0,Unburned,68.9298,-150.279783,MOSS,0.25,1.2748,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,3,0,Unburned,68.9298,-150.279783,VAVI,0.25,1.4608,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,3,0,Unburned,68.9298,-150.279783,UNKNOWN,0.25,0.005,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,3,0,Unburned,68.9298,-150.279783,GRAM,0.25,0.044,NA,,,
2018-07-11,Anaktuvuk Unburned,AKU,3,0,Unburned,68.9298,-150.279783,BENA,0.25,4.98,NA,,,
